generator_id,osm_id,generator_type,name,base_risk_score,route_review_priority_score,straight_nearest_crossing_id,straight_nearest_crossing_m,route_nearest_crossing_id,route_nearest_crossing_m,straight_distance_to_route_crossing_m,route_vs_straight_ratio,route_gap_m,reachable_crossings,generator_network_attach_m,generator_network_road_id,generator_network_road_class,crossing_network_attach_m,crossing_network_road_id,crossing_network_road_class,network_status,network_flags,data_quality_flags,review_wording,geometry_wkt,lon,lat
gen_0184,1064176665,kindergarten,,35,35,cross_0206,76.8,cross_0206,142.2,76.8,1.85,65.4,334,14.2,road_01946,pedestrian,0.0,road_01554,pedestrian,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193558.09062 676420.393056),34.92982868760902,32.180981000667515
gen_0335,2211347517,playground,,35,35,cross_0237,83.2,cross_0240,142.0,88.1,1.61,58.8,334,11.0,road_00497,footway,0.0,road_02016,footway,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192289.321562 675667.200793),34.91639679950941,32.17415900063352
gen_0259,232408783,park,,35,35,cross_0247,87.5,cross_0251,139.7,89.8,1.56,52.2,334,5.8,road_00708,cycleway,0.0,road_00237,residential,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191843.713121 675641.220306),34.9116729395485,32.173913871686345
gen_0249,232404691,park,,35,35,cross_0237,80.4,cross_0240,138.9,81.0,1.71,58.5,334,14.4,road_00497,footway,0.0,road_02016,footway,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192284.332386 675661.874839),34.916344052419475,32.17411085216911
gen_0218,563223686,kindergarten,ילדות בכפר,35,35,cross_0190,57.3,cross_0037,137.0,74.0,1.85,79.7,334,16.2,road_00813,path,0.0,road_01421,secondary_link,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190126.899041 677628.860427),34.8934093878678,32.1917943888337
gen_0109,1803046507,bus_stop,משה דיין/רעם,35,35,cross_0235,128.0,cross_0235,133.4,128.0,1.04,5.4,334,4.0,road_00092,tertiary,0.0,road_02404,footway,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192598.944718 675653.402336),34.91967999950927,32.174042000633726
gen_0044,1803003390,bus_stop,דוד רמז/טשרניחובסקי,35,35,cross_0085,110.5,cross_0215,133.1,124.0,1.07,22.6,334,5.0,road_01988,tertiary,0.0,road_01984,tertiary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191172.769327 677204.786196),34.90451299951082,32.187997000631356
gen_0264,232410369,park,,35,35,cross_0253,100.8,cross_0253,131.8,100.8,1.31,31.0,334,13.1,road_00794,path,0.0,road_00066,residential,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191207.411036 675788.743064),34.90492214949086,32.17522840081017
gen_0323,969908611,park,,35,35,cross_0206,78.1,cross_0206,128.2,78.1,1.64,50.1,334,6.2,road_00263,pedestrian,0.0,road_01554,pedestrian,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193580.055497 676400.15356),34.93006213745147,32.18079899160536
gen_0022,1802988026,bus_stop,איזור התעשיה כפר סבא,35,35,cross_0294,91.4,cross_0294,127.4,91.4,1.39,36.0,334,7.1,road_01181,service,0.0,road_00259,residential,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193281.688325 676123.577391),34.92690599950934,32.17829800063373
gen_0187,1064176668,kindergarten,,35,35,cross_0206,46.9,cross_0206,122.6,46.9,2.62,75.7,334,12.3,road_01961,footway,0.0,road_01554,pedestrian,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193557.885472 676375.981314),34.92982771425354,32.180580502685594
gen_0186,1064176667,kindergarten,,35,35,cross_0206,60.2,cross_0206,120.9,60.2,2.01,60.7,334,10.6,road_01961,footway,0.0,road_01554,pedestrian,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193558.198106 676398.908673),34.9298304087535,32.18078726270128
gen_0094,1803036303,bus_stop,זמיר/הנשר,35,35,cross_0022,113.5,cross_0022,114.7,113.5,1.01,1.2,334,1.2,road_00765,cycleway,0.0,road_01207,secondary_link,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193377.572835 676808.75791),34.92790399950976,32.18447900063313
gen_0222,1122018320,park,,35,35,cross_0004,57.3,cross_0004,111.2,57.3,1.94,53.9,334,0.3,road_02083,footway,0.0,road_00659,primary_link,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190236.676038 676086.593867),34.894620633002205,32.1778895496499
gen_0143,1803093422,bus_stop,תחנה מרכזית כפ״ס/רציפים,35,35,cross_0243,55.0,cross_0166,109.5,91.2,1.20,54.5,334,0.3,road_00294,service,0.0,road_00952,tertiary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192155.60097 675667.670488),34.91497899950946,32.17416000063343
gen_0105,1803041861,bus_stop,טשרניחובסקי/סמילנסקי,35,35,cross_0092,104.1,cross_0091,109.0,104.6,1.04,4.9,334,4.5,road_01009,primary,0.0,road_01009,primary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190805.52112 676724.873927),34.90063299951063,32.183660000631576
gen_0087,1803035446,bus_stop,וייצמן/רוטשילד,35,35,cross_0043,105.2,cross_0043,105.8,105.2,1.01,0.6,334,0.6,road_02398,secondary,0.0,road_02398,secondary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191659.688426 675772.257614),34.9097179995097,32.17509100063302
gen_0034,1803000260,bus_stop,אצטדיון לויטה/דרך הפועל,35,35,cross_0023,93.8,cross_0029,102.0,96.1,1.06,8.2,334,6.0,road_00668,secondary,0.0,road_00668,secondary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193384.961607 676564.664156),34.92798899950961,32.182278000633374
gen_0101,1803041780,bus_stop,טשרניחובסקי/ויצמן,35,35,cross_0004,95.0,cross_0004,101.6,95.0,1.07,6.6,334,3.9,road_01719,primary,0.0,road_00659,primary_link,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190196.869839 676072.453386),34.89419899951044,32.177761000631804
gen_0171,5210720859,bus_stop,משה דיין/דקל,35,35,cross_0286,95.1,cross_0235,100.5,95.4,1.05,5.4,334,5.2,road_02384,tertiary,0.0,road_02404,footway,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192580.379233 675623.399589),34.91948399950927,32.173771000633764
gen_0102,1803041782,bus_stop,טשרניחובסקי/ויצמן,35,35,cross_0108,95.7,cross_0108,98.8,95.7,1.03,3.1,334,3.1,road_01720,primary,0.0,road_01720,primary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190182.769403 676088.573522),34.894048999510424,32.17790600063178
gen_0173,5322574729,bus_stop,תיכון רבין/בן יהודה,35,35,cross_0039,85.1,cross_0119,98.4,90.7,1.09,13.3,334,8.2,road_00669,secondary,0.0,road_00669,secondary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191911.40265 676913.655932),34.91235399951038,32.18539000063211
gen_0086,1803035445,bus_stop,וייצמן/רוטשילד,35,35,cross_0042,91.3,cross_0042,94.4,91.3,1.03,3.1,334,3.2,road_01492,secondary,0.0,road_01492,secondary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191641.723621 675759.332385),34.9095278995097,32.17497400063303
gen_0225,1194231266,park,,35,35,cross_0293,36.7,cross_0292,90.4,38.3,2.36,53.7,334,10.3,road_02351,footway,0.0,road_00227,residential,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194195.958305 677068.863371),34.93657514204403,32.18684323391522
gen_0246,210979600,park,,35,35,cross_0304,48.0,cross_0304,86.9,48.0,1.81,38.9,334,32.6,road_00400,footway,0.0,road_01798,secondary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192711.138244 675420.987438),34.92087603511508,32.17194881555091
gen_0188,1064176669,kindergarten,,35,35,cross_0206,26.9,cross_0206,86.3,26.9,3.21,59.4,334,12.8,road_01961,footway,0.0,road_01554,pedestrian,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193533.498222 676376.442584),34.92956911491674,32.180584100738486
gen_0025,1802992660,bus_stop,שד׳ מנחם בגין/משה סנה,35,35,cross_0034,55.8,cross_0081,84.8,80.0,1.06,29.0,334,4.9,road_00190,secondary,0.0,road_00190,secondary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190601.73218 677357.652538),34.89845299951113,32.189361000630846
gen_0265,232410373,park,,35,35,cross_0253,53.1,cross_0253,81.5,53.1,1.53,28.4,334,7.2,road_00794,path,0.0,road_00066,residential,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191252.260901 675809.510903),34.90539706808834,32.175416804231276
gen_0185,1064176666,kindergarten,,35,35,cross_0206,66.5,cross_0206,81.2,66.5,1.22,14.7,334,16.8,road_01570,residential,0.0,road_01554,pedestrian,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193535.139719 676420.196654),34.929585335148246,32.18097870109863
gen_0325,1064176672,playground,,35,35,cross_0206,64.7,cross_0206,74.1,64.7,1.15,9.4,334,6.6,road_01946,pedestrian,0.0,road_01554,pedestrian,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193579.756573 676360.150819),34.9300600495106,32.180438250649054
gen_0146,1803094273,bus_stop,תיכון רבין/החי״ש,35,35,cross_0039,60.7,cross_0039,68.7,60.7,1.13,8.0,334,6.7,road_00110,tertiary,0.0,road_00904,secondary_link,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191961.833582 676801.073793),34.912891999510265,32.18437600063224
gen_0091,1803035510,bus_stop,ויצמן/גייסות השריון,35,35,cross_0306,63.0,cross_0306,67.0,63.0,1.06,4.0,334,4.1,road_01634,secondary,0.0,road_01634,secondary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192650.515352 675502.784791),34.92023099950918,32.172685000633926
gen_0128,1803067142,bus_stop,עמק החולה/משעול עמק חפר,35,35,cross_0207,31.7,cross_0207,65.7,31.7,2.07,34.0,334,6.3,road_01637,footway,0.0,road_01859,residential,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194047.510777 676232.501383),34.93502319950916,32.17929780063412
gen_0090,1803035487,bus_stop,תחנה מרכזית כפ״ס/ויצמן,35,35,cross_0244,56.7,cross_0244,64.9,56.7,1.14,8.2,334,8.8,road_01492,secondary,0.0,road_01492,secondary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192132.1781 675620.60415),34.914731999509435,32.173735000633485
gen_0133,1803080757,bus_stop,קניון ג׳י/וייצמן,35,35,cross_0208,40.9,cross_0218,62.8,46.0,1.37,21.9,334,4.1,road_02018,cycleway,0.0,road_02005,footway,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193258.089615 675238.605064),34.92667999950878,32.17031700063454
gen_0226,1214970508,park,,35,35,cross_0339,34.6,cross_0276,61.9,45.4,1.36,27.3,334,4.6,road_02207,footway,0.0,road_02208,service,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190962.780377 675270.641823),34.90234382024227,32.17055014054881
gen_0141,1803086660,bus_stop,שד׳ מנחם בגין/משה סנה,35,35,cross_0080,59.5,cross_0080,61.9,59.5,1.04,2.4,334,2.5,road_00762,secondary,0.0,road_00762,secondary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190704.161022 677264.211525),34.89954199951103,32.188521000631
gen_0093,1803035562,bus_stop,ויצמן/ירושלים,35,35,cross_0047,57.7,cross_0047,61.6,57.7,1.07,3.9,334,4.1,road_01492,secondary,0.0,road_01492,secondary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191352.211273 675837.322369),34.906455999509845,32.17567010063274
gen_0024,1802992658,bus_stop,שד׳ מנחם בגין/טשרניחובסקי,35,35,cross_0083,50.1,cross_0083,59.6,50.1,1.19,9.5,334,10.7,road_00190,secondary,0.0,road_00190,secondary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191067.574308 677120.246908),34.90339999951079,32.18723200063137
gen_0078,1803035364,bus_stop,קניון ערים/וייצמן,35,35,cross_0062,55.9,cross_0062,59.6,55.9,1.07,3.7,334,3.8,road_01285,secondary,0.0,road_00547,footway,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191105.42266 675927.033485),34.90383669950999,32.176472900632525
gen_0164,5210718189,bus_stop,תחנה מרכזית כפ״ס/הורדה,35,35,cross_0166,35.0,cross_0166,57.4,35.0,1.64,22.4,334,5.8,road_00294,service,0.0,road_00952,tertiary,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192099.206418 675670.151081),34.914380999509476,32.17418100063338
gen_0098,1803041723,bus_stop,טשרניחובסקי/שד׳ מנחם בגין,35,35,cross_0020,50.6,cross_0020,55.7,50.6,1.10,5.1,334,2.0,road_00664,primary,0.0,road_00863,primary_link,ok,[],"[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191069.89737 677040.508361),34.90342699951075,32.18651300063145
